"headword","pos","dialect_id","jsonb_data"
"pi","noun","1","{""source"": ""Wiktionary Yoruba"", ""license"": ""CC BY-SA"", ""attribution"": ""Wiktionary via kaikki.org"", ""definitions"": [""The name of the Latin script letter P/p.""], ""parts_of_speech"": [""noun""], ""ipa"": [""/k͡pí/""], ""examples"": [], ""dialect_assigned_default"": true}"
"too","intj","1","{""source"": ""Wiktionary Yoruba"", ""license"": ""CC BY-SA"", ""attribution"": ""Wiktionary via kaikki.org"", ""definitions"": [""okay, well""], ""parts_of_speech"": [""intj""], ""ipa"": [""/tóò/""], ""examples"": [], ""dialect_assigned_default"": true}"
"an","pron","1","{""source"": ""Wiktionary Yoruba"", ""license"": ""CC BY-SA"", ""attribution"": ""Wiktionary via kaikki.org"", ""definitions"": [""him, her, it (third-person singular non-honorific object pronoun following a monosyllabic verb with a high-tone /ã/)"", ""him, her, it (third-person singular non-honorific object pronoun following a monosyllabic verb with a low- or mid-tone /ã/)""], ""parts_of_speech"": [""pron""], ""ipa"": [""/ã̄/"", ""/ã́/"", ""/ã̄/"", ""/ã́/""], ""examples"": [], ""dialect_assigned_default"": true}"
"to","verb","1","{""source"": ""Wiktionary Yoruba"", ""license"": ""CC BY-SA"", ""attribution"": ""Wiktionary via kaikki.org"", ""definitions"": [""to arrange, to line up"", ""to order, to put things in order"", ""to become ordered, to become arranged"", ""to talk incessantly; to gossip"", ""to be enough, to be worthy, to be sufficient, to amount to"", ""to be comparable to"", ""to reach up to"", ""to be visible, to be comprehensible""], ""parts_of_speech"": [""verb""], ""ipa"": [""/tò/"", ""/tò/"", ""/tó/"", ""/tó/""], ""examples"": [""Ẹjọ́ kúwe é tò"", ""gíga a rẹ̀ẹ́ tó erin"", ""ọwọ́ mi kò tó o""], ""dialect_assigned_default"": true}"
"tutu","verb","1","{""source"": ""Wiktionary Yoruba"", ""license"": ""CC BY-SA"", ""attribution"": ""Wiktionary via kaikki.org"", ""definitions"": [""to be cold or cool"", ""to be moist; to be wet"", ""cold, cool, raw"", ""wet, moist""], ""parts_of_speech"": [""verb"", ""adj""], ""ipa"": [""/tū.tù/"", ""/tū.tù/""], ""examples"": [], ""dialect_assigned_default"": true}"
"pupa","noun","1","{""source"": ""Wiktionary Yoruba"", ""license"": ""CC BY-SA"", ""attribution"": ""Wiktionary via kaikki.org"", ""definitions"": [""red; that which is red"", ""to be red; to become red"", ""to be light in color, usually in regard to skin tone""], ""parts_of_speech"": [""noun"", ""verb""], ""ipa"": [""/k͡pū.k͡pā/"", ""/k͡pū.k͡pā/""], ""examples"": [], ""dialect_assigned_default"": true}"
"tin","verb","1","{""source"": ""Wiktionary Yoruba"", ""license"": ""CC BY-SA"", ""attribution"": ""Wiktionary via kaikki.org"", ""definitions"": [""to be thin; to be skinny""], ""parts_of_speech"": [""verb""], ""ipa"": [""/tĩ̄/""], ""examples"": [""Bọ̀bọ́ yẹn tin lẹ́sẹ̀."", ""Apá mi tin díẹ̀.""], ""dialect_assigned_default"": true}"
"hi","noun","1","{""source"": ""Wiktionary Yoruba"", ""license"": ""CC BY-SA"", ""attribution"": ""Wiktionary via kaikki.org"", ""definitions"": [""The name of the Latin script letter H/h."", ""to, at, toward (used when movement is implied)""], ""parts_of_speech"": [""noun"", ""prep""], ""ipa"": [], ""examples"": [], ""dialect_assigned_default"": true}"
"gun","verb","1","{""source"": ""Wiktionary Yoruba"", ""license"": ""CC BY-SA"", ""attribution"": ""Wiktionary via kaikki.org"", ""definitions"": [""to be long (usually along a horizontal axis)"", ""to climb, to ascend something"", ""to be climbed, to be mounted"", ""to ride or mount (someone or something)"", ""to copulate, to mate"", ""to be possessed; (in particular) to be possessed by the spirit of an orisha"", ""to sweat"", ""to be angular in shape, to form an angle"", ""to pound"", ""to pierce; to jab; to penetrate; to stab"", ""to be straight; to straighten"", ""to be well arranged; to be in order"", ""to shrug one's shoulders"", ""to curse""], ""parts_of_speech"": [""verb""], ""ipa"": [""/ɡũ̀/"", ""/ɡũ̀/"", ""/ɡũ̀/"", ""/ɡũ̄/"", ""/ɡṹ/"", ""/ɡṹ/"", ""/ɡṹ/"", ""/ɡṹ/""], ""examples"": [""ó gun kẹ́tẹ́kẹ́tẹ́"", ""ó ń hùwà bí ẹni tí Ṣàngó ń gùn"", ""Jùmọ̀kẹ́ ò kí ń gún iyán dáadáa, ẹ̀bà nìkan ló lè tẹ̀."", ""Dókítà gún mi lábẹ́rẹ́."", ""Igi gogoro máà gún mi lójú; àtòkèèrè la ti ń wò ó"", ""Àárín tọkọtaya gún régé."", ""Mo gún èjìká.""], ""dialect_assigned_default"": true}"
"ba","verb","1","{""source"": ""Wiktionary Yoruba"", ""license"": ""CC BY-SA"", ""attribution"": ""Wiktionary via kaikki.org"", ""definitions"": [""to ferment"", ""to carry out the process of fermentation on seeds or plants"", ""to plant seeds in prepared pots for future transplanting into a farm (when it becomes an established seedling)"", ""to press a wound; to apply a warm compress on a wound"", ""to hit (with an impact)"", ""to be overcome with fear (literally, to be hit with fear)"", ""to be too long or oversized (to hit the ground)"", ""to perch"", ""to braid; to plait""], ""parts_of_speech"": [""verb""], ""ipa"": [""/bà/"", ""/bà/"", ""/bà/"", ""/bà/""], ""examples"": [""kòkó ti bà"", ""ba òrom̀bó"", ""ba ojú egbò"", ""ọfà á bà wọ́n"", ""ẹ̀rú bà wá"", ""agbádá yìí bà mí nílẹ̀"", ""Lékeléke bà mí lékè, ẹyẹ àdàbà bà mí lékè""], ""dialect_assigned_default"": true}"
